string	data_package	source_type	annotator	string_type
Plicatula	563	data	annotator_1	
Plicatulidae	563	data	annotator_1	
Polinices	563	data	annotator_1	
Poromyidae	563	data	annotator_1	
Postligata	563	data	annotator_1	
Priscoficus	563	data	annotator_1	
Promathilda	563	data	annotator_1	
Propeamussium	563	data	annotator_1	
Protobusycon	563	data	annotator_1	
Protocardia	563	data	annotator_1	
Protosurcula	563	data	annotator_1	
Pseudoclaviscala	563	data	annotator_1	
Pseudolatirus	563	data	annotator_1	
Pseudoliva	563	data	annotator_1	
Pseudomalaxis	563	data	annotator_1	
Pseudoneptunea	563	data	annotator_1	
Pteria	563	data	annotator_1	
Pterocerella	563	data	annotator_1	
Pterotrigonia	563	data	annotator_1	
Ptychosyca	563	data	annotator_1	
Pugnellus	563	data	annotator_1	
Pycnodonte	563	data	annotator_1	
Pycnodonteinae	563	data	annotator_1	
Pyramidella	563	data	annotator_1	
Pyramidellidae	563	data	annotator_1	
Pyramimitra	563	data	annotator_1	
Pyrifusus	563	data	annotator_1	
Pyropsis	563	data	annotator_1	
Ranellidae	563	data	annotator_1	
Raphitoma	563	data	annotator_1	
Remera	563	data	annotator_1	
Remnita	563	data	annotator_1	
Retusa	563	data	annotator_1	
Retusidae	563	data	annotator_1	
Rhombopsis	563	data	annotator_1	
Ringicula	563	data	annotator_1	
Ringiculidae	563	data	annotator_1	
Rissooidae	563	data	annotator_1	
Rudiscala	563	data	annotator_1	
Sablea	563	data	annotator_1	
Saccella	563	data	annotator_1	
Sargana	563	data	annotator_1	
Sassia	563	data	annotator_1	
Saxolucina	563	data	annotator_1	
Scambula	563	data	annotator_1	
Scaphella	563	data	annotator_1	
Scaphopoda	563	data	annotator_1	
Sceptrum	563	data	annotator_1	
Schizobasis	563	data	annotator_1	
Scobinidola	563	data	annotator_1	
Seila	563	data	annotator_1	
Semelidae	563	data	annotator_1	
Semiacteon	563	data	annotator_1	
Serpulorbis	563	data	annotator_1	
Sigatica	563	data	annotator_1	
Sinum	563	data	annotator_1	
Siphonalia	563	data	annotator_1	
Solariella	563	data	annotator_1	
Solariorbus	563	data	annotator_1	
Solemya	563	data	annotator_1	
Solenidae	563	data	annotator_1	
Solyma	563	data	annotator_1	
Sourimis	563	data	annotator_1	
Spisula	563	data	annotator_1	
Spondylus	563	data	annotator_1	
Sportellidae	563	data	annotator_1	
Stantonella	563	data	annotator_1	
Stossichia	563	data	annotator_1	
Strepsidura	563	data	annotator_1	
Striarca	563	data	annotator_1	
Striaticostatum	563	data	annotator_1	
Strombidae	563	data	annotator_1	
Stromboidea	563	data	annotator_1	
Sulcoretusa	563	data	annotator_1	
Sullivania	563	data	annotator_1	
Surcula	563	data	annotator_1	
Surculites	563	data	annotator_1	
Surculoma	563	data	annotator_1	
Sycostoma	563	data	annotator_1	
Syncyclonema	563	data	annotator_1	
Teinostoma	563	data	annotator_1	
Tellina	563	data	annotator_1	
Tellinidae	563	data	annotator_1	
Tellinimera	563	data	annotator_1	
Tenea	563	data	annotator_1	
Tenuipteria	563	data	annotator_1	
Terebrifusus	563	data	annotator_1	
Teredo	563	data	annotator_1	
Thracia	563	data	annotator_1	
Thracioidea	563	data	annotator_1	
Thylacus	563	data	annotator_1	
Tornatellaea	563	data	annotator_1	
Trachycardium	563	data	annotator_1	
Trichotropis	563	data	annotator_1	
Trigonostoma	563	data	annotator_1	
Trochidae	563	data	annotator_1	
Trochita (Calyptrea)	563	data	annotator_1	
Tropisurcula	563	data	annotator_1	
Trypanotoma	563	data	annotator_1	
Tubiola	563	data	annotator_1	
Turbinellidae	563	data	annotator_1	
Turbinidae	563	data	annotator_1	
Turboella	563	data	annotator_1	
Turbonilla	563	data	annotator_1	
Turricula	563	data	annotator_1	
Turridae	563	data	annotator_1	
Turris	563	data	annotator_1	
Turritella	563	data	annotator_1	
Turritellidae	563	data	annotator_1	
Tylotrochus	563	data	annotator_1	
Tympanotonus	563	data	annotator_1	
Uddenia	563	data	annotator_1	
Umbraculum	563	data	annotator_1	
Unicardium	563	data	annotator_1	
Variseila	563	data	annotator_1	
Venericardia	563	data	annotator_1	
Venericardia (Venericor)	563	data	annotator_1	
Veneridae	563	data	annotator_1	
Veneroida	563	data	annotator_1	
Veniella	563	data	annotator_1	
Verticordia	563	data	annotator_1	
Vetericardiella	563	data	annotator_1	
Vitrinella	563	data	annotator_1	
Vokesula	563	data	annotator_1	
Volsella	563	data	annotator_1	
Volutidae	563	data	annotator_1	
Volutocorbis	563	data	annotator_1	
Volutomorpha	563	data	annotator_1	
Volvariella	563	data	annotator_1	
Volvulella	563	data	annotator_1	
Weeksia	563	data	annotator_1	
Xenophora	563	data	annotator_1	
Zikkuratia	563	data	annotator_1	
animals	563	pdf	annotator_1	vernacular
bivalves	563	pdf	annotator_1	vernacular
decapods	563	pdf	annotator_1	vernacular
gastropods	563	pdf	annotator_1	vernacular
invertebrate	563	pdf	annotator_1	vernacular
mollusk	563	pdf	annotator_1	vernacular
mollusks	563	pdf	annotator_1	vernacular
scallops	563	pdf	annotator_1	vernacular
scaphopods	563	pdf	annotator_1	vernacular
vertebrate	563	pdf	annotator_1	vernacular
Carditoida	563	pdf	annotator_1	scientific name
Scaphoda	563	pdf	annotator_1	scientific name
Ampullospiridae	563	pdf	annotator_1	scientific name
Architectonicidae	563	pdf	annotator_1	scientific name
Arcoidea	563	pdf	annotator_1	scientific name
Cerithiidae	563	pdf	annotator_1	scientific name
Corbulidae	563	pdf	annotator_1	scientific name
Crassatelloidea	563	pdf	annotator_1	scientific name
Crepidula	563	pdf	annotator_1	scientific name
Cuspidariidae	563	pdf	annotator_1	scientific name
Epitoniidae	563	pdf	annotator_1	scientific name
Gyrodes	563	pdf	annotator_1	scientific name
Lacunaria	563	pdf	annotator_1	scientific name
Lucinidae	563	pdf	annotator_1	scientific name
Muricoidea	563	pdf	annotator_1	scientific name
Naticidae	563	pdf	annotator_1	scientific name
Neogastropoda	563	pdf	annotator_1	scientific name
Nuculanidae	563	pdf	annotator_1	scientific name
Nuculidae	563	pdf	annotator_1	scientific name
Ostreidae	563	pdf	annotator_1	scientific name
Ostreoidea	563	pdf	annotator_1	scientific name
Pectinoida	563	pdf	annotator_1	scientific name
Pholadidae	563	pdf	annotator_1	scientific name
Pinna	563	pdf	annotator_1	scientific name
Poromyidae	563	pdf	annotator_1	scientific name
Propeamussium	563	pdf	annotator_1	scientific name
Scaphopoda	563	pdf	annotator_1	scientific name
Strombidae	563	pdf	annotator_1	scientific name
Tellinidae	563	pdf	annotator_1	scientific name
Turritellidae	563	pdf	annotator_1	scientific name
Veneroida	563	pdf	annotator_1	scientific name
Stromboidea	563	pdf	annotator_1	scientific name
Canis latrans	579	data	annotator_1	
Canis lupus	579	data	annotator_1	
Canis familiaris	579	data	annotator_1	
dog	579	pdf	annotator_1	vernacular
coyotes	579	pdf	annotator_1	vernacular
wolves	579	pdf	annotator_1	vernacular
dogs	579	pdf	annotator_1	vernacular
canine	579	pdf	annotator_1	vernacular
chimpanzee	585	data	annotator_1	vernacular
P. t. verus	585	pdf	annotator_1	duplicate
Pan troglodytes troglodytes	585	pdf	annotator_1	duplicate
animal	585	pdf	annotator_1	vernacular
bacteria	585	pdf	annotator_1	vernacular
central chimpanzees	585	pdf	annotator_1	vernacular
chimpanzee	585	pdf	annotator_1	vernacular
Chimpanzee	585	pdf	annotator_1	vernacular
chimpanzees	585	pdf	annotator_1	vernacular
humans	585	pdf	annotator_1	vernacular
mammals	585	pdf	annotator_1	vernacular
vertebrate	585	pdf	annotator_1	vernacular
western chimpanzee	585	pdf	annotator_1	vernacular
western chimpanzees	585	pdf	annotator_1	vernacular
P. troglodytes ellioti	585	pdf	annotator_1	scientific name
P. troglodytes schweinfurthii	585	pdf	annotator_1	scientific name
P. troglodytes troglodytes	585	pdf	annotator_1	scientific name
P. troglodytes verus	585	pdf	annotator_1	scientific name
Pan troglodytes	585	pdf	annotator_1	scientific name
Pan troglodytes verus	585	pdf	annotator_1	scientific name
Macaca mulatta	585	pdf	annotator_1	scientific name
Acaenolithus	602	data	annotator_1	
Acaenolithus cenomanicus	602	data	annotator_1	
Acaenolithus galloisii	602	data	annotator_1	
Acaenolithus viriosus	602	data	annotator_1	
Acanthoica	602	data	annotator_1	
Acanthoica acanthos	602	data	annotator_1	
Acanthoica quattrospina	602	data	annotator_1	
Actinozygus	602	data	annotator_1	
Actinozygus geometricus	602	data	annotator_1	
Actinozygus regularis	602	data	annotator_1	
Actinozygus reniformis	602	data	annotator_1	
Actinozygus splendens	602	data	annotator_1	
Acuturris	602	data	annotator_1	
Acuturris scotus	602	data	annotator_1	
Ahmuellerella	602	data	annotator_1	
Ahmuellerella asper	602	data	annotator_1	
Ahmuellerella oblata	602	data	annotator_1	
Ahmuellerella octoradiata	602	data	annotator_1	
Ahmuellerella plebius	602	data	annotator_1	
Ahmuellerella regularis	602	data	annotator_1	
Ahmuellerella retiformis	602	data	annotator_1	
Algirosphaera	602	data	annotator_1	
Algirosphaera robusta	602	data	annotator_1	
Allemannites	602	data	annotator_1	
Allemannites striatus	602	data	annotator_1	
Alvearium dorsetense	602	data	annotator_1	
Amaurolithus	602	data	annotator_1	
Amaurolithus amplificus	602	data	annotator_1	
Amaurolithus bizarrus	602	data	annotator_1	
Amaurolithus bizzarus	602	data	annotator_1	
Amaurolithus c	602	data	annotator_1	
Amaurolithus delicatus	602	data	annotator_1	
Amaurolithus dentatus	602	data	annotator_1	
Amaurolithus ninae	602	data	annotator_1	
Amaurolithus primus	602	data	annotator_1	
Amaurolithus primus tricorniculatus	602	data	annotator_1	
Amaurolithus tricorniculatus	602	data	annotator_1	
Amitha	602	data	annotator_1	
Amitha perfecta	602	data	annotator_1	
Amitha prolata	602	data	annotator_1	
Amithalithina	602	data	annotator_1	
Amithalithina sigmundii	602	data	annotator_1	
Amphizygus	602	data	annotator_1	
Amphizygus brooksii	602	data	annotator_1	
Amphizygus brooksii brooksii	602	data	annotator_1	
Amphizygus brooksii nanus	602	data	annotator_1	
Amphizygus minimus	602	data	annotator_1	
Amphizygus papillatus	602	data	annotator_1	
Anacanthoica	602	data	annotator_1	
Anacanthoica mitra	602	data	annotator_1	
Anacanthoica solomonica	602	data	annotator_1	
Anfractus	602	data	annotator_1	
Anfractus harrisonii	602	data	annotator_1	
Anfractus parvus	602	data	annotator_1	
Anfractus variabilis	602	data	annotator_1	
Anfractus youngii	602	data	annotator_1	
Angulofenestrellithus	602	data	annotator_1	
Angulofenestrellithus snyderi	602	data	annotator_1	
Angulolithina	602	data	annotator_1	
Angulolithina arca	602	data	annotator_1	
Annulithus	602	data	annotator_1	
Annulithus arkellii	602	data	annotator_1	
Anoplosolenia	602	data	annotator_1	
Anoplosolenia brasiliensis	602	data	annotator_1	
Ansulasphaera	602	data	annotator_1	
Ansulasphaera covingtonii	602	data	annotator_1	
Ansulasphaera helvetica	602	data	annotator_1	
Ansulasphera	602	data	annotator_1	
Anulosphaera	602	data	annotator_1	
Anulosphaera bownii	602	data	annotator_1	
Apertapetra	602	data	annotator_1	
Apertapetra aff. gronosa	602	data	annotator_1	
Apertapetra gronosa	602	data	annotator_1	
Apertapetra umbilica	602	data	annotator_1	
Apertius	602	data	annotator_1	
Apertius magnus	602	data	annotator_1	
Archaeopontosphaera	602	data	annotator_1	
Archaeopontosphaera primitiva	602	data	annotator_1	
Archaeozygodiscus	602	data	annotator_1	
Archaeozygodiscus koessenensis	602	data	annotator_1	
Arkhangelskiales	602	data	annotator_1	
Arkhangelskiella	602	data	annotator_1	
Arkhangelskiella concava	602	data	annotator_1	
Arkhangelskiella confusa	602	data	annotator_1	
Arkhangelskiella costata	602	data	annotator_1	
Arkhangelskiella cribrata	602	data	annotator_1	
Arkhangelskiella cymbiformis	602	data	annotator_1	
Arkhangelskiella enormis	602	data	annotator_1	
Arkhangelskiella erratica	602	data	annotator_1	
Arkhangelskiella inclinata	602	data	annotator_1	
Arkhangelskiella maastrichtiana	602	data	annotator_1	
Arkhangelskiella obliqua	602	data	annotator_1	
Arkhangelskiella parca	602	data	annotator_1	
Arkhangelskiella paucipunctata	602	data	annotator_1	
Arkhangelskiella specillata	602	data	annotator_1	
Arkhangelskiella stenostaurion	602	data	annotator_1	
Arkhangelskiella striata	602	data	annotator_1	
Arkhangelskiellaceae	602	data	annotator_1	
Aspidolithus	602	data	annotator_1	
Aspidolithus angustus	602	data	annotator_1	
Aspidolithus bevieri	602	data	annotator_1	
Aspidolithus enormis	602	data	annotator_1	
Aspidolithus furtivus	602	data	annotator_1	
Aspidolithus parcus	602	data	annotator_1	
Aspidolithus parcus constrictus	602	data	annotator_1	
Aspidolithus parcus expansus	602	data	annotator_1	
Aspidolithus parcus parcus	602	data	annotator_1	
Aspidolithus parcus ssp. Expansus	602	data	annotator_1	
Aspidolithus signatus	602	data	annotator_1	
Aspidorhabdus	602	data	annotator_1	
Aspidorhabdus ovalis	602	data	annotator_1	
Aspidorhabdus stylifer	602	data	annotator_1	
Assipetra	602	data	annotator_1	
Assipetra cretacea	602	data	annotator_1	
Assipetra infracretacea	602	data	annotator_1	
Assipetra terebrodentarius	602	data	annotator_1	
Athenagalea	602	data	annotator_1	
Athenagalea robusta	602	data	annotator_1	
Axopodorhabdaceae	602	data	annotator_1	
Axopodorhabdus	602	data	annotator_1	
Axopodorhabdus albianus	602	data	annotator_1	
Axopodorhabdus atavus	602	data	annotator_1	
Axopodorhabdus cylindratus	602	data	annotator_1	
Axopodorhabdus decorus	602	data	annotator_1	
Axopodorhabdus depravatus	602	data	annotator_1	
Axopodorhabdus dietzmannii	602	data	annotator_1	
Axopodorhabdus rahla	602	data	annotator_1	
Axopodorhabdus small	602	data	annotator_1	
Barringtonella	602	data	annotator_1	
Barringtonella bulmanii	602	data	annotator_1	
Barringtonella flabellosa	602	data	annotator_1	
Bekelithella	602	data	annotator_1	
Bekelithella echinata	602	data	annotator_1	
Biantholithus	602	data	annotator_1	
Biantholithus astralis	602	data	annotator_1	
Biantholithus hughes*	602	data	annotator_1	
Biantholithus hughesii	602	data	annotator_1	
Biantholithus sparsus	602	data	annotator_1	
Bibreviconus	602	data	annotator_1	
Bibreviconus atlanticus	602	data	annotator_1	
Bicolumnus	602	data	annotator_1	
Bicolumnus ovatus	602	data	annotator_1	
Bidiscus	602	data	annotator_1	
Bidiscus ignotus	602	data	annotator_1	
Bidiscus rotatorius	602	data	annotator_1	
Bifidalithus	602	data	annotator_1	
Bifidalithus geminicatillus	602	data	annotator_1	
Bifidilithus geminicatillus	602	data	annotator_1	
Bipodorhabdus	602	data	annotator_1	
Bipodorhabdus biforatus	602	data	annotator_1	
Bipodorhabdus colligatus	602	data	annotator_1	
Bipodorhabdus roeglii	602	data	annotator_1	
Bipodorhabdus tesselatus	602	data	annotator_1	
Birkelundia	602	data	annotator_1	
Birkelundia arenosa	602	data	annotator_1	
Birkelundia jugata	602	data	annotator_1	
Birkelundia starion	602	data	annotator_1	
Birkelundia staurion	602	data	annotator_1	
Biscutaceae	602	data	annotator_1	
Biscutum	602	data	annotator_1	
Biscutum arrogans	602	data	annotator_1	
Biscutum blackii	602	data	annotator_1	
Biscutum boletum	602	data	annotator_1	
Biscutum castrorum	602	data	annotator_1	
Biscutum constans	602	data	annotator_1	
Biscutum coronum	602	data	annotator_1	
Biscutum criotum	602	data	annotator_1	
Biscutum davyi	602	data	annotator_1	
Biscutum dekaenelii	602	data	annotator_1	
Biscutum depravatus	602	data	annotator_1	
Biscutum dimorphosum	602	data	annotator_1	
Biscutum dissimilis	602	data	annotator_1	
Biscutum dorsetense	602	data	annotator_1	
Biscutum dubium	602	data	annotator_1	
Biscutum ellipticum	602	data	annotator_1	
Biscutum erismatum	602	data	annotator_1	
Biscutum finchii	602	data	annotator_1	
Biscutum gartneri	602	data	annotator_1	
Biscutum gaultensis	602	data	annotator_1	
Biscutum grandis	602	data	annotator_1	
Biscutum harrisonii	602	data	annotator_1	
Biscutum hattneri	602	data	annotator_1	
Biscutum intermedium	602	data	annotator_1	
Biscutum kerguelensis	602	data	annotator_1	
Biscutum magnum	602	data	annotator_1	
Biscutum melaniae	602	data	annotator_1	
Biscutum multiforme	602	data	annotator_1	
Biscutum neocoronum	602	data	annotator_1	
Biscutum notaculum	602	data	annotator_1	
Biscutum novum	602	data	annotator_1	
Biscutum panis	602	data	annotator_1	
Biscutum parvulum	602	data	annotator_1	
Biscutum planum	602	data	annotator_1	
Biscutum profundum	602	data	annotator_1	
Biscutum romeinii	602	data	annotator_1	
Biscutum rotatorium	602	data	annotator_1	
Biscutum salebrosum	602	data	annotator_1	
Biscutum striatum	602	data	annotator_1	
Biscutum sulcata	602	data	annotator_1	
Biscutum supracretaceum	602	data	annotator_1	
Biscutum testudinarium	602	data	annotator_1	
Biscutum veternum	602	data	annotator_1	
Biscutum virginica	602	data	annotator_1	
Biscutum zulloi	602	data	annotator_1	
Blackites	602	data	annotator_1	
Blackites aff. B.spinosus	602	data	annotator_1	
Blackites amplus	602	data	annotator_1	
Blackites cf. spinosus base	602	data	annotator_1	
Blackites creber	602	data	annotator_1	
Blackites gladius	602	data	annotator_1	
Blackites herculeus	602	data	annotator_1	
Blackites inflatus	602	data	annotator_1	
Blackites morionum	602	data	annotator_1	
Blackites perlongus	602	data	annotator_1	
Blackites pinguis	602	data	annotator_1	
Blackites piriformis	602	data	annotator_1	
Blackites pseudomorionum	602	data	annotator_1	
Blackites rectus	602	data	annotator_1	
Blackites rudis	602	data	annotator_1	
Blackites scabrosa	602	data	annotator_1	
Blackites solus	602	data	annotator_1	
Blackites sparsus	602	data	annotator_1	
Blackites spinosis	602	data	annotator_1	
Blackites spinosus	602	data	annotator_1	
Blackites spinula	602	data	annotator_1	
Blackites spinulus	602	data	annotator_1	
Blackites tenuis	602	data	annotator_1	
Blackites trochos	602	data	annotator_1	
Blackites truncatus	602	data	annotator_1	
Blackites vitreus	602	data	annotator_1	
Boletuvelum	602	data	annotator_1	
Boletuvelum amphizygus	602	data	annotator_1	
Boletuvelum candens	602	data	annotator_1	
Boletuvelum papi	602	data	annotator_1	
Bomolithus	602	data	annotator_1	
Bomolithus conicus	602	data	annotator_1	
Bomolithus elegans	602	data	annotator_1	
Braarudosphaera	602	data	annotator_1	
Braarudosphaera africana	602	data	annotator_1	
Braarudosphaera alta	602	data	annotator_1	
Braarudosphaera amputans	602	data	annotator_1	
Braarudosphaera batilliformis	602	data	annotator_1	
Braarudosphaera bigelowi	602	data	annotator_1	
Braarudosphaera bigelowii	602	data	annotator_1	
Braarudosphaera cheloma	602	data	annotator_1	
Braarudosphaera discula	602	data	annotator_1	
Braarudosphaera hockwoldensis	602	data	annotator_1	
Braarudosphaera irregularis	602	data	annotator_1	
Braarudosphaera lakhpatensis	602	data	annotator_1	
Braarudosphaera magnei	602	data	annotator_1	
Braarudosphaera minuta	602	data	annotator_1	
Braarudosphaera perversus	602	data	annotator_1	
Braarudosphaera primula	602	data	annotator_1	
